metro,metro_rank,metro_yoy_pct,metro_dom,metro_ratio,metro_med_price,zip,state,city,address,sale_date,sale_amount,mortgage_amount,cash_sale,beds,baths,sqft,year_built,lot_sqft,attom_id
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"528 S ROSEHILL AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,213850188
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"2612 ARLINGTON DR, SPRINGFIELD, IL 62704",,,,True,,,,,,210536277
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"2409 WESTCHESTER BLVD, SPRINGFIELD, IL 62704",,,,True,,,,,,211706208
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"2100 GREENSIDE DR, SPRINGFIELD, IL 62704",,,,True,,,,,,212586319
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1315 W ASH ST, SPRINGFIELD, IL 62704",,,,True,,,,,,213369098
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"713 LISMORE LN, SPRINGFIELD, IL 62704",,,,True,,,,,,215265611
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"50 CRUSADERS RD, SPRINGFIELD, IL 62704",,,,True,,,,,,211706205
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1129 W URBAN ST, SPRINGFIELD, IL 62704",,,,True,,,,,,212563150
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"2021 CARDINAL DR, SPRINGFIELD, IL 62704",,,,True,,,,,,724190
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1640 W LAUREL ST, SPRINGFIELD, IL 62704",,,,True,,,,,,211163761
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1516 S LINCOLN AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,211734597
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"2520 ARGONNE AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,211938734
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"812 S ILLINOIS ST, SPRINGFIELD, IL 62704",,,,True,,,,,,212534136
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"2245 S SPRING ST, SPRINGFIELD, IL 62704",,,,True,,,,,,207939701
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"2905 S PARK AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,210733576
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"505 W ALLEN ST, SPRINGFIELD, IL 62704",,,,True,,,,,,25835419
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"213 WHITEFIELD RD, SPRINGFIELD, IL 62704",,,,True,,,,,,211417822
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"827 S ILLINOIS ST, SPRINGFIELD, IL 62704",,,,True,,,,,,213714127
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"811 GOVERNOR ST, SPRINGFIELD, IL 62704",,,,True,,,,,,212161665
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"2336 S STATE ST, SPRINGFIELD, IL 62704",,,,True,,,,,,25835049
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"44 LOCKSLEY LN, SPRINGFIELD, IL 62704",,,,True,,,,,,213413854
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"842 S DOUGLAS AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,214611236
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"20 TRAILRIDGE LN, SPRINGFIELD, IL 62704",,,,True,,,,,,208074434
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"821 S PASFIELD ST, SPRINGFIELD, IL 62704",,,,True,,,,,,211201858
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1219 W LAWRENCE AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,212302826
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"835 S PARK AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,212806477
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"865 S ENGLISH AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,214739748
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"17 RUTH CT, SPRINGFIELD, IL 62704",,,,True,,,,,,45218145
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"617 W EDWARDS ST, SPRINGFIELD, IL 62704",,,,True,,,,,,212597938
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1825 S COLLEGE ST, SPRINGFIELD, IL 62704",,,,True,,,,,,214781978
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"2126 S PARK AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,19224204
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1517 W JACKSON ST, SPRINGFIELD, IL 62704",,,,True,,,,,,207185327
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1021 W MONROE ST, SPRINGFIELD, IL 62704",,,,True,,,,,,212518560
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"620 W LENOX AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,212631704
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"49 RUTH CT, SPRINGFIELD, IL 62704",,,,True,,,,,,213941328
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"729 W VINE ST, SPRINGFIELD, IL 62704",,,,True,,,,,,214739762
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"325 CARTWRIGHT DR, SPRINGFIELD, IL 62704",,,,True,,,,,,215114572
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"2707 S LOWELL AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,215839693
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"320 S AMOS AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,212188755
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1609 CRESSA CT, SPRINGFIELD, IL 62704",,,,True,,,,,,207150321
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"55 TRAILRIDGE LN, SPRINGFIELD, IL 62704",,,,True,,,,,,212414164
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1129 S SPRING ST, SPRINGFIELD, IL 62704",,,,True,,,,,,215839639
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"169 BELLERIVE RD, SPRINGFIELD, IL 62704",,,,True,,,,,,211584869
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1101 W MAPLE AVE S, SPRINGFIELD, IL 62704",,,,True,,,,,,209112244
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1124 W ILES AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,214695682
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"233 DEER HEAD LN, SPRINGFIELD, IL 62704",,,,True,,,,,,215390427
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"921 W CANEDY ST, SPRINGFIELD, IL 62704",,,,True,,,,,,215720642
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"2128 S LOWELL AVE, SPRINGFIELD, IL 62704",,,,True,,,,,,210259808
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"831 S HENRIETTA ST, SPRINGFIELD, IL 62704",,,,True,,,,,,212323363
"Springfield, IL",1,33.33,26,0.952,200000,62704,IL,SPRINGFIELD,"1109 LARCHMONT DR, SPRINGFIELD, IL 62704",,,,True,,,,,,215630554
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"3421 OLD WATERWORKS RD, SPRINGFIELD, IL 62702",,,,True,,,,,,233067781
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"3405 OLD WATERWORKS RD, SPRINGFIELD, IL 62702",,,,True,,,,,,233069014
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,", SPRINGFIELD, IL 62702",,,,True,,,,,,233069161
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"4 MIDLAND CT, SPRINGFIELD, IL 62702",,,,True,,,,,,17270452
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1111 N WALNUT ST, SPRINGFIELD, IL 62702",,,,True,,,,,,143784991
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1386 VALLEY DR, SPRINGFIELD, IL 62702",,,,True,,,,,,213633561
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1319 CRESTVIEW DR, SPRINGFIELD, IL 62702",,,,True,,,,,,214092558
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"2028 N PEORIA RD, SPRINGFIELD, IL 62702",,,,True,,,,,,215317272
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"802 N INDIANA AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,144192265
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"2204 CATALINA LN, SPRINGFIELD, IL 62702",,,,True,,,,,,213445462
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"830 W JEFFERSON ST, SPRINGFIELD, IL 62702",,,,True,,,,,,215186153
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1701 N ALBANY ST, SPRINGFIELD, IL 62702",,,,True,,,,,,22315748
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"105 TIMBERRIDGE DR, SPRINGFIELD, IL 62702",,,,True,,,,,,152574827
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"2924 SHERBORN RD, SPRINGFIELD, IL 62702",,,,True,,,,,,210235609
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"623 EASTMAN AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,211539320
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"832 INDEPENDENCE RDG, SPRINGFIELD, IL 62702",,,,True,,,,,,213400516
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"2124 CINCINNATI AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,210688581
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1717 N 20TH ST, SPRINGFIELD, IL 62702",,,,True,,,,,,212504481
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1224 N RUTLEDGE ST, SPRINGFIELD, IL 62702",,,,True,,,,,,212696572
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"3012 LOUISE LN, SPRINGFIELD, IL 62702",,,,True,,,,,,19243755
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"2346 N 15TH ST, SPRINGFIELD, IL 62702",,,,True,,,,,,145742876
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1301 E MORTON AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,31340128
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"648 W HERNDON ST, SPRINGFIELD, IL 62702",,,,True,,,,,,210835036
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1134 N COLUMBIA AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,213702797
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"2212 W WASHINGTON ST # 24, SPRINGFIELD, IL 62702",,,,True,,,,,,214450762
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1117 W WASHINGTON ST, SPRINGFIELD, IL 62702",,,,True,,,,,,210419951
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"2241 CINCINNATI AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,210939194
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"2173 E NORTH GRAND AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,212157358
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"900 GRIFFITHS AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,215814087
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"3131 E ENOS AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,211109668
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1820 FAIRMONT DR, SPRINGFIELD, IL 62702",,,,True,,,,,,213382299
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"710 E BLACK AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,11055944
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1457 N 8TH ST, SPRINGFIELD, IL 62702",,,,True,,,,,,15969422
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"720 E KEYS AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,210375421
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1459 N 8TH ST, SPRINGFIELD, IL 62702",,,,True,,,,,,211491316
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1109 N 32ND ST, SPRINGFIELD, IL 62702",,,,True,,,,,,212650689
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"340 N WESLEY ST, SPRINGFIELD, IL 62702",,,,True,,,,,,212181302
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"340 N WESLEY ST, SPRINGFIELD, IL 62702",,,,True,,,,,,213315948
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"908 N WALNUT ST, SPRINGFIELD, IL 62702",,,,True,,,,,,215660940
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"2260 E CONVERSE AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,212157368
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"1516 E MOFFAT AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,215346020
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"3032 E TRINITY AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,210764546
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"216 N STEPHENS AVE, SPRINGFIELD, IL 62702",,,,True,,,,,,212677913
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"137 DAWN DR, SPRINGFIELD, IL 62702",,,,True,,,,,,213589187
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"19 KARL LN, SPRINGFIELD, IL 62702",,,,True,,,,,,213633655
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"2929 CIDER MILL LN, SPRINGFIELD, IL 62702",,,,True,,,,,,20721061
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"700 COUNTRY MEADOWS DR, SPRINGFIELD, IL 62702",,,,True,,,,,,39208868
"Springfield, IL",1,33.33,26,0.952,200000,62702,IL,SPRINGFIELD,"912 N OHIO ST, SPRINGFIELD, IL 62702",,,,True,,,,,,214372919
"Springfield, IL",1,33.33,26,0.952,200000,62707,IL,SPRINGFIELD,"3608 MAGDELENA, SPRINGFIELD, IL 62707",,,,True,,,,,,212971154
"Springfield, IL",1,33.33,26,0.952,200000,62707,IL,SPRINGFIELD,"3608 MAGDELENA, SPRINGFIELD, IL 62707",,,,True,,,,,,233069032
"Springfield, IL",1,33.33,26,0.952,200000,62707,IL,SPRINGFIELD,"64 STEPHENSON LN, SPRINGFIELD, IL 62707",,,,True,,,,,,211762120
"Springfield, IL",1,33.33,26,0.952,200000,62707,IL,SPRINGFIELD,"3332 SOLAR AVE, SPRINGFIELD, IL 62707",,,,True,,,,,,215948402
"Springfield, IL",1,33.33,26,0.952,200000,62707,IL,SPRINGFIELD,"3053 TWIN LAKES DR, SPRINGFIELD, IL 62707",,,,True,,,,,,207939725
"Springfield, IL",1,33.33,26,0.952,200000,62707,IL,SPRINGFIELD,"641 FOXTAIL LN, SPRINGFIELD, IL 62707",,,,True,,,,,,212772587
"Springfield, IL",1,33.33,26,0.952,200000,62707,IL,SPRINGFIELD,"18 DEAN PARK DR, SPRINGFIELD, IL 62707",,,,True,,,,,,211398521
"Springfield, IL",1,33.33,26,0.952,200000,62707,IL,SPRINGFIELD,"82 WALNUT VALLEY DR, SPRINGFIELD, IL 62707",,,,True,,,,,,212115789
"Springfield, IL",1,33.33,26,0.952,200000,62707,IL,SPRINGFIELD,"650 W CAMP SANGAMO RD, SPRINGFIELD, IL 62707",,,,True,,,,,,211756579
"Springfield, IL",1,33.33,26,0.952,200000,62707,IL,SPRINGFIELD,"2680 PIPER LN, SPRINGFIELD, IL 62707",,,,True,,,,,,215431466
"Springfield, IL",1,33.33,26,0.952,200000,62712,IL,SPRINGFIELD,"26 COUNTRY TOWNE RD, SPRINGFIELD, IL 62712",,,,True,,,,,,212090996
"Springfield, IL",1,33.33,26,0.952,200000,62712,IL,SPRINGFIELD,"6708 PHLOX DR, SPRINGFIELD, IL 62712",,,,True,,,,,,210238642
"Springfield, IL",1,33.33,26,0.952,200000,62712,IL,SPRINGFIELD,"3600 LYTHAM DR, SPRINGFIELD, IL 62712",,,,True,,,,,,214113025
"Springfield, IL",1,33.33,26,0.952,200000,62712,IL,SPRINGFIELD,"9 ACADIA CT, SPRINGFIELD, IL 62712",,,,True,,,,,,215665634
"Springfield, IL",1,33.33,26,0.952,200000,62712,IL,SPRINGFIELD,"3805 CRANLEIGH BLVD, SPRINGFIELD, IL 62712",,,,True,,,,,,210375395
"Springfield, IL",1,33.33,26,0.952,200000,62712,IL,SPRINGFIELD,"3517 SATINWOOD DR, SPRINGFIELD, IL 62712",,,,True,,,,,,213232756
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"5217 MANHATTAN DR, SPRINGFIELD, IL 62711",,,,True,,,,,,215166334
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"4605 BELLEVUE DR, SPRINGFIELD, IL 62711",,,,True,,,,,,334392036
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"3709 W BLUFFS RD, SPRINGFIELD, IL 62711",,,,True,,,,,,214958876
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"2401 ASHEVILLE DR, SPRINGFIELD, IL 62711",,,,True,,,,,,217666097
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"4621 INNIS BROOK DR, SPRINGFIELD, IL 62711",,,,True,,,,,,325349969
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"5500 LEGACY LN, SPRINGFIELD, IL 62711",,,,True,,,,,,217666101
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"3300 CRYSTAL LAKE DR, SPRINGFIELD, IL 62711",,,,True,,,,,,16958447
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"3405 BLUFF RD, SPRINGFIELD, IL 62711",,,,True,,,,,,213422679
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"617 TECUMSEH TRL, SPRINGFIELD, IL 62711",,,,True,,,,,,214904017
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"7521 SOUTHPORT LN, SPRINGFIELD, IL 62711",,,,True,,,,,,31305628
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"4705 LYNHURST RD, SPRINGFIELD, IL 62711",,,,True,,,,,,253160189
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"5729 PEC RD, SPRINGFIELD, IL 62711",,,,True,,,,,,212261849
"Springfield, IL",1,33.33,26,0.952,200000,62711,IL,SPRINGFIELD,"2501 KIPLING DR, SPRINGFIELD, IL 62711",,,,True,,,,,,214116753
"Van Wert, OH",2,26.48,43,0.638,181500,45812,OH,ALGER,"3931 COUNTY ROAD 80, ALGER, OH 45812",,,,True,3,,,,,304393257
"Van Wert, OH",2,26.48,43,0.638,181500,45812,OH,ALGER,"10940 COUNTY ROAD 15, ALGER, OH 45812",,,,True,4,,,,,304393930
"Van Wert, OH",2,26.48,43,0.638,181500,45896,OH,WAYNESFIELD,"25836 STATE ROUTE 67, WAYNESFIELD, OH 45896",,,,True,3,,,,,182762022
"Van Wert, OH",2,26.48,43,0.638,181500,45896,OH,WAYNESFIELD,"25376 FAIRMOUNT RD, WAYNESFIELD, OH 45896",,,,True,3,,,,,182758393
